,year,month,author_name,paper_title,process,CW Performance,frequency,Psat (dBm),PAEmax (%),PA Efficieny Note,P1dB (dBm),PAE_1dB (%),Gain (dB),RF PA Modulations,EVM (dB),Modulation Speed (Msym/s),Average Pout (dBm),Average PAE (%),RF PA Note (Modulation Type),PA_type,node
766,2021,4,Liu,Design Methodology Using Single Resonate Block for Harmonic Impedance Matching in GaN MMIC Doherty Amplifier,GaN,4.6 - 5.2 GHz,4.9,42,70,DE,,,12.5,160MHz OFDM PAPR 6.2dB,,,35.6,54,ACLR = -25.4dB,Analog,0.25um GaN
767,2001,9,Lee,Broadband GaN HEMT push-pull microwave power amplifier,GaN,,5.0,31,25,PAE,16,12,7,,,,,,,,GaN HEMT
768,2009,10,Campbell,A Wideband Power Amplifier MMIC Utilizing GaN on SiC HEMT Technology,GaN,,5.0,41.8,38,PAE,,,9,,,,,,,Analog,GaN(250nm)
769,2018,9,Dinari,Three Stage 5-18.5 GHz High Gain and High Power Amplifier Based on 0.15 μm GaN Technology,GaN,,5.0,39.5,28,PAE,,,36,,,,,,,,0.15um
770,2018,9,Demenitroux,New Class-F High Efficiency Multi-bias Optimised GaN HPA for C-band Applications,GaN,,5.0,40,55,PAE,,,15,,,,,,,,
771,2018,5,Liu,A Fully Integrated Class-J GaN MMIC Power Amplifier for 5-GHz WLAN 802.11ax Application,GaN,,5.0,37,46,PAE,,,30,802.11ax 80MHz 256QAM,32,,28,19,GaN-on-Sic,,
772,2019,9,Nikandish,A Broadband Continuous Class-FGaN MMIC PA Using Multi-Resonance Matching Network,GaN,4.0-6.0,5.0,36,48,PAE,34.5,40,13.5,64Qam(100 MHz),-32,100,30.2,32,,,0.25-µm GaN-on-SiC
773,2019,9,Nikandish,A Broadband Continuous Class-F GaN MMIC PA Using Multi-Resonance Matching Network,GaN ,,5.0,36.1,48,PAE,,,12.2,,-28,,32,38,64QAM(100MHz),,250nm GaN on SiC
774,2021,2,Nikandish,Unbalanced Power Amplifier: An rchietechture for Broadband Back-Off Efficiency Enhancement,GaN,4GHz - 7 Ghz,5.0,31.9,35,DE,,,11,100MHz 7.2-dB PAPR,-28.6,,25.5,29,256QAM,,250-nm GaN-on-SiC
775,2021,2,Nikandish,Unbalanced Power Amplifier: An rchietechture for Broadband Back-Off Efficiency Enhancement,GaN,4GHz - 7 Ghz,5.0,31.9,35,DE,,,11,200MHz 7.2-dB PAPR,-26.9,,25.5,29,256QAM,,250-nm GaN-on-SiC
776,2021,2,Nikandish,Unbalanced Power Amplifier: An rchietechture for Broadband Back-Off Efficiency Enhancement,GaN,4GHz - 7 Ghz,5.0,31.9,35,DE,,,11,100MHz 7.2-dB PAPR,-28.6,,25.5,29,256QAM,,250-nm GaN-on-SiC
777,2021,2,Nikandish,Unbalanced Power Amplifier: An rchietechture for Broadband Back-Off Efficiency Enhancement,GaN,4GHz - 7 Ghz,5.0,31.9,35,DE,,,11,200MHz 7.2-dB PAPR,-26.9,,25.5,29,256QAM,,250-nm GaN-on-SiC
778,2021,2,Xie,GaN-on-Si HEMTs Fabricated With Si CMOS-Compatible Metallization for Power Amplifiers in Low-Power Mobile SoCs,GaN,,5.0,15,44.2,PAE,,,16,,,,,,,Analog,GaN-on-SiC
779,2022,1,Nikandish,A Broadband Fully Integrated Power Amplifier Using Waveform Shaping Multi-Resonance Harmonic Matching Network,GaN,4-6.0,5.0,36.1,48,PAE,,,12.2,64QAM,-28.4,200,30.2,32,,,250nm GaN-Si HEMT
780,2022,1,Lv,A Fully Integrated 3.5-/4.9-GHz Dual-Band GaN MMIC Doherty Power Amplifier Based on Multi-Resonant Circuits,GaN,3.5/5,5.0,44.8,59,DE,,,10.5,OFDM,-34.7ACPR,100,37,40,,,250nm GaN
781,2022,5,Liu,Highly Efficient Wideband GaN MMIC Doherty Power Amplifier Considering the Output Capacitor Influence of the Peaking Transistor in Class-C Operation,GaN,4.6 - 5.5,5.0,41.6,63.3,DE,,,13,OFDM,-25.4,160,36.5,54 (DE),,,250nm GaN-SI
782,2003,11,Lee,A Gallium–Nitride Push–Pull Microwave Power Amplifier,GaN,,5.2,35.5,42,PAE,23,10,9,,,,,,,,GaN_HEMT
783,2022,6,Pang,Broadband GaN MMIC Doherty Power Amplifier Using Continuous-Mode Combining for 5G Sub-6 GHz Applications,GaN,4.1 - 5.6,5.2,39.5,49,PAE,,,11.2,64 QAM,-23.2,100,32.5,38.6 (DE),,,250nm GaN
784,2013,12,Florian,Design of 40-W alGaN/GaN MMIC High Power Amplifiers for C-Band  SAR Applications,GaN,,5.4,46,44,PAE,39,22,21,,,,,,,,AlGaN/GaN  (250nm)
785,2013,6,Florian,A 40 Watt C-Band MMIC High Power Amplifier for Space Radar Application exploiting a 0.25 m AlGaN/GaN on SiC process,GaN,,5.4,46,40,PAE,,,21,,,,,,,,AlGaN/GaN (250nm)
786,2017,12,Liu,A Novel 2.6–6.4 GHz Highly Integrated Broadband GaN Power Amplifier,GaN,,5.4,35.2,75,DE,,,,,-32,,24.9,35 (DE),802.11ac (256-QAM),,0.25-μm   GaN-on-SiC
787,2018,1,Nia,A 0.85–5.4 GHz 25-W GaN Power Amplifier,GaN,,5.4,44,55,PAE,,,9.5,,,,,,,,CGH40025F GaN
788,2018,9,Derguti,High-Power Asymmetrical Three-Way GaN Doherty Power Amplifier at C-Band Frequencies,GaN,,5.4,48.5,46,PAE,,,7.5,,,,,,,,0.25um
789,2018,9,Derguti,High-Power Asymmetrical Three-Way GaN Doherty Power Amplifier at C-Band Frequencies,GaN,,5.4,48.5,46,PAE,,,8,,,,,,,,0.25um
790,2018,3,Nia,A 0.85–5.4 GHz 25-W GaN Power Amplifier,GaN CGH40025F ,,5.4,43.5,55,PAE,,,9.5,,,,,,,,
791,2018,5,Liu,A Highly Efficient Fully Integrated GaN Power Amplifier for 5-GHz WLAN 802.11ac Application,GaN,,5.4,27,58,PAE,,,16,80 MHz 256QAM,32,,24.5,26,GaN-on-Sic,,
792,2018,5,Sun,C Band High Efficiency GaN HEMT Power Amplifier with Harmonic Tuning,GaN,,5.4,52,35,PAE,,,27,,,,,,,,0.25um GaN HEMT
793,2018,5,Salvucci,A GaN single chip front-end for C-band synthetic aperture radars,GaN,,5.4,46.5,42,PAE,45,40,36,,..,,,,,,0.25um GaN 
794,2006,6,Colantonio,A C-Band High-Efficiency Second-Harmonic-Tuned Hybrid Power Amplifier in GaN Technology,GaN,,5.5,34,45,PAE,,,7.5,,,,,,,,GaN_HEMT
795,2018,3,Liu,A Fully Integrated Class-J GaN MMIC Power Amplifier for 5-GHz WLAN 802.11ax Application,GaN,,5.5,37.68,54.6,PAE,,,45,,-32,,23,29,802.11ax,,0.25-μm GaN-on-SiC
796,2018,5,Liu,A Fully Integrated Class-J GaN MMIC Power Amplifier for 5-GHz WLAN 802.11ax Application,GaN,,5.5,37.5,55,PAE,,,32,802.11ax 80MHz 256QAM,32,,29.5,26,GaN-on-Sic,,
797,2019,7,Cappello,A Dual-Band Dual-Output Power Amplifier for Carrier Aggregation,GaN,,5.5,37.1,39.9,PAE,,,6.4,,,,25.6,28.13,,,
798,2019,7,Cappello,A Dual-Band Dual-Output Power Amplifier for Carrier Aggregation,GaN,,5.5,37.1,39.9,PAE,,,6.4,LTE (10Mhz),,,28.13,25.6,,,
799,2019,7,Cappello,A Dual-Band Dual-Output Power Amplifier for Carrier Aggregation,GaN,5.5 GHz,5.5,37.1,39.9,PAE,,,6.4,30 MHZ 6dB PAPR signal,,30,29.5,22,,,GaN
800,2021,2,Nikandish,Unbalanced Power Amplifier: An rchietechture for Broadband Back-Off Efficiency Enhancement,GaN,4GHz - 7 Ghz,5.5,32,40,DE,,,10.2,,,,,,,,250-nm GaN-on-SiC
801,2021,2,Nikandish,Unbalanced Power Amplifier: An rchietechture for Broadband Back-Off Efficiency Enhancement,GaN,4GHz - 7 Ghz,5.5,32,40,DE,,,10.2,,,,,,,,250-nm GaN-on-SiC
802,2012,6,Kamiyama,5.65 GHz High-Efficiency GaN HEMT Power Amplifier With Harmonics Treatment up to Fourth Order,GaN,,5.65,33.3,79,PAE,,,,,,,,,,,GaN
803,2015,5,Chlieh,Microfluidically Reconfigurable GaN Power Amplifier on Multilayer Organic Substrate for S-Band and C-Band Applications,GaN,,5.7,36.88,44.03,PAE,,,,,,,,,,,GaN
804,2013,8,Choi,"28.8 dBm, High Efficiency, Linear GaN Power Amplifier With In-Phase Power Combining for IEEE 802.11p Applications",GaN,,5.72,,,,,,,,-30.5,,28.8,22.4(DE),802.11p,,GaN
805,2011,2,Fagotti,Concurrent Hex-Band GaN Power Amplifier for Wireless Communication Systems,GaN,,5.8,33,20,PAE,,,8.3,,,,,,,,GaN
806,2017,1,Park,"
A Highly Efficient Power Amplifier at 5.8 GHz Using Independent Harmonic Control
",GaN,,5.8,47.2,63.5,PAE,,,10.2,,,,,,,,GaN
807,2017,1,Park,A Highly Efficient Power Amplifier at 5.8 GHz Using Independent Harmonic Control,GaN,,5.8,47.2,63.5,PAE,,,10.2,,,,,,,,
808,2019,1,Lv,A Dual-Band GaN MMIC Power Amplifier With Hybrid Operating Modes for 5G Application,GaN,,5.8,41,55,DE,,,10.5,,,,,,,,0.25um
809,2019,3,Lv,A Dual-Band GaN MMIC Power Amplifier With Hybrid Operating Modes for 5G Application,GaN,5.8 GHz,5.8,41,55,DE,,,,64 QAM(40 MHz),,40,33.4,,,,0.25um GaN
810,2021,6,Der,A S-C- / K-band Reconfigurable GaAs MMIC Power Amplifier for 5G Applications,GaN,2.6-6.8,5.8,20,29.5,PAE,19,26,8,100MHz LTE,,,10,2.3,100MHz LTE,,GaN HEMT
811,2015,4,Choi,A 5.9-Ghz Fully Integrated GaN Frontend Design With Physics-Based RF Compact Model,GaN,,5.9,33.9,48.5,DE,,,,,-25.3,,27.8,30(DE),OFDM,,GaN HEMT (250nm)
812,2018,6,Li,A Sub-6 GHz Compact GaN MMIC Doherty PA with a 49.5% 6 dB back-off PAE for 5G Communications,GaN ,,5.9,38.7,47.3,PAE,32.1,48.8,14.4,,,,,,,,GaN (250nm)
813,2018,11,Li,Design of a Compact GaN MMIC Doherty Power Amplifier and System Level Analysis With X-Parameters for 5G Communications,GaN,,5.9,38.7,47.3,PAE,32.1,,14.4,,,,,,,,0.25um
814,2018,6,Li,A Sub-6 GHz Compact GaN MMIC Doherty PA with a 49.5% 6 dB back-off PAE for 5G Communications,GaN,,5.9,38.7,48.8,PAE,32.1,48.8,14.4,,,,,,,,
815,2018,5,Liu,A Highly Efficient Fully Integrated GaN Power Amplifier for 5-GHz WLAN 802.11ac Application,GaN,,5.9,34.5,38,PAE,,,12,80 MHz 256QAM,32,,23,27,GaN-on-Sic,,
816,2018,5,Liu,A Fully Integrated Class-J GaN MMIC Power Amplifier for 5-GHz WLAN 802.11ax Application,GaN,,5.9,37,42,PAE,,,28,802.11ax 80MHz 256QAM,32,,30,23,GaN-on-Sic,,
817,2018,1,Formicone,A study for achieving high power and efficiency basd on high bias operation in C - and X-band GaN power amplifiers,GaN,,5.9,50.8,40,DE,47.8,35,14,,,,,,,,0.25um  GaN
818,2018,1,Duh,A 3.5/5.9-GHz dual-band output matching network for an efficiency-optimized multiband amplifier,GaN,,5.9,34.6,32,PAE,,,,,,,,,,,GaN
819,2021,12,Xie,A C-Band High-Efficiency Power Amplifier MMIC With Second-Harmonic Control in 0.25 µm GaN HEMT Technology,GaN,5.6-6.3,5.9,45.5,61.8,PAE,,,21,,,,,,,,250nm GaN HPA
820,2004,6,Darwish,Inexpensive X-band 1/2 Watt PA using 3D LTCC Technology,GaN,,6.0,30,,,,,10,,,,,,,,AMCOM PHEMT
821,2010,5,Mouginot,Three Stage 6-18 GHz High Gain and High Power Amplifier based on GaN Technology,GaN ,,6.0,40,24,PAE,,,24.5,,,,,,,,GaN (250nm)
822,2015,6,Sub Noh,Highly Integrated C-Band GaN High Power Amplifier MMIC for Phased Array Applications,GaN,,6.0,46.2,51.5,PAE,,,22,,,,,,,,0.25um BiCMOS
823,2015,12,Barisich,A Reactively Matched 1.0–11.5 GHz Hybrid Packaged GaN High Power Amplifier,GaN,,6.0,37.4,38,PAE,,,,,,,,,,,
824,2016,6,Powell,High Efficiency GaN 2.5 to 9 GHz Power Amplifiers Realized in Multilayer LCP Hybrid Technology,GaN ,,6.0,38,42,DE,,,10,,,,,,,,GaN HEMT TGF2023-01
825,2018,9,Oreja-Gigorro,A 6–18 GHz GaN on SiC High Power Amplifier MMIC for Electronic Warfare,GaN,,6.0,40,24.5,PAE,,,20,,,,,,,,0.25um
826,2018,9,Bunz,4-18 GHz AIGaN/GaN Based Distributed Power Amplifier MMIC,GaN,,6.0,36,26,PAE,,,24,,,,,,,,250nm
827,2018,9,Delgado-Pascual,Non-Linear Distortion in Ultra Wideband GaN Power Amplifiers,GaN,,6.0,37,22,PAE,,,10,,,,,,,,
828,2018,4,Mayeda,A high efficiency fully-monolithic 2-stage C-band GaN power amplifier for 5G microcell applications,GaN,,6.0,35,34,PAE,34.7,31,31,,,20,,,16 QAM LTE(20 MHz),,0.25umGaN 
829,2020,7,Lin,A 2-20-GHz 10-W High-Efficiency GaN Power Amplifer Using Reactive Matching Technique,GaN,,6.0,41,29,PAE,,,20.1,,,,,,,,0.1um GaN
830,2020,5,Kim,A High-Performance GaN-Modified Nonuniform Distrubuted Power Amplifier,GaN,,6.0,43.7,23.7,PAE,,,10.8,,,,,,,,0.25um GaN HEMT
831,2020,5,Kim,A High-Performance GaN-Modified Nonuniform Distrubuted Power Amplifier,GaN,,6.0,33.8,33.8,PAE,,,8,,,,,,,,0.25um GaN HEMT
832,2022,6,Roberg,A 50 W CW 1-6 GHz GaN MMIC Power Amplifier Module with Greater than 30 % Power Added Efficiency,GaN,1-6.0,6.0,47,30,PAE,,,32,,,,,,,,QGaN225
833,2017,6,Ayad,"Single and Dual Input Packaged 5.5-6.5GHz, 20W, Quasi-MMIC GaNHEMT Doherty Power Amplifier",GaN,,6.2,44,45,PAE,,,12.5,,,,,,,,GaN
834,2017,2,Alizadeh,Distributed Class-J Power Amplifiers,GaN,,6.5,30.7,44,PAE,27,35,,,,,,,,,GaN HEMT (250nm)
835,2018,9,Bunz,4-18 GHz AIGaN/GaN Based Distributed Power Amplifier MMIC,GaN,,6.5,36,26,PAE,,,24,,,,,,,,0.25um
836,2018,12,Choi,A 6–18-GHz Switchless Reconfigurable Dual-Band Dual-Mode PA MMIC Using Coupled-Line-Based Diplexer,GaN (250nm),6-18,6.5,36*,34,PAE,,,27*,,,,,,,,
837,2022,2,Lv,A Highly Linear GaN MMIC Doherty Power Amplifier Based on Phase Mismatch Induced AM–PM Compensation,GaN,6.1 - 6.8,6.5,41.4,47,DE,,,10.5,64 QAM,-42.5 ACPR,200,33.3,37.2 (DE),,,250 GaN
838,2007,6,Gassmann,"Wideband, High-Efficiency GaN Power Amplifiers Utilizing a Non-Uniform Distributed Topology",GaN,,7.0,38.4,32,PAE,,,10.4,,,,,,,,GaN HEMT
839,2012,6,Watanabe,"A 3-bit, 2-Watt, Digital-Analog Gallium Nitride Power Amplifier for 64-QAM Bandwidth Efficient Modulation with 25% Power Savings",GaN,,7.0,34,-,PAE,33.42,39.3,9.6,,,,,,64 QAM,,AlGaN/GaN HEMT (200nm)
840,2013,6,Watanabe,Simultaneous Linearity and Efficiency Enhancement of a DigitallyAssisted GaN Power Amplifier for 64-QAM,GaN,,7.0,,,,,,,,-27.9,,33.2,19.1,64 QAM,,GaN HEMT (200nm)
841,2015,5,Giofre,GaN -MMIC Doherty Power Amplifier with Integrated Reconfigurable Input Network for Microwave Backhaul Applications,GaN,,7.0,40,54,DE,,,,,,,,,,,GaN
842,2016,1,Giofré,A Design Approach for Two Stages GaN MMIC PAs With High Efficiency and Excellent Linearity,GaN ,,7.0,38,64,PAE,,,,,,80 MHz,32,30,256 QAM,,GaN-on-SiC(250nm)
843,2018,2,Giofre,A Design Approach to Maximize the Efficiency vs. Linearity Trade-Off in Fixed and Modulated Load GaN Power Amplifiers,GaN,,7.0,38,60,PAE,36,,16,,,,,,,,0.25um GaN HEMT
844,2018,2,Giofre,A Design Approach to Maximize the Efficiency vs. Linearity Trade-Off in Fixed and Modulated Load GaN Power Amplifiers,GaN,,7.0,38,58,PAE,34,,15,,,,,,,,0.25um GaN HEMT
845,2003,2,Chung,AlGaN/GaN HFET Power Amplifier Integrated With Microstrip Antenna for RF Front-End Applications,GaN,,7.25,30.3,42,PAE,26,26.5,8,,,,,,,,GaN_HFET
846,2007,6,Tayrani,"A Spectrally pure 5.0 W, High PAE, (6-12 GHz) GaN Monolithic Class E Power Amplifier for Advanced T/R Modules",GaN,,7.5,38.3,58,PAE,,,9,,,,,,,,AlGaN/GaN HEMP
847,2020,8,Kamioka,2.5 to 10.0 GHz Band-Pass Non-Uniform Distributed GaN MMIC HPA,GaN,,7.5,47.9,43,PAE,,,11,,,,,,,,GaN MMIC
848,2013,2,Gustafsson,A Wideband and Compact GaN MMIC Doherty Amplifier for Microwave Link Applications,GaN,,7.6,35,44,PAE,,,10,,,,,,,,GaN HEMT (250nm)
849,2018,9,Couturier,50 % High Efficiency X-Band GaN MMIC Amplifier for Space Applications,GaN,,7.75,44,53,PAE,,,20,,,,,,,,250nm
850,2018,2,Lee,X-band two-stage Doherty power amplifier based on pre-matched GaN-HEMTs,GaN,,7.9,45.8,43.9,PAE,41,30,25.5,,,,,,,,GaN
851,2000,6,Wu,14-W GaN-Based Microwave Power Amplifiers,GaN ,,8.0,41.49,25,PAE,28,3,9,,,,,,,,GaN_HEMT
852,2000,6,Xu,A 3-10 GHZ LCR-matched Power Amplifier using Flip-Chip Mounted AlGaN/GaN HEMTs,GaN ,,8.0,39.3,20,PAE,,,7,,,,,,,,GaN_pHEMT
853,2003,7,Xie,High-linearity class B power amplifiers in GaN HEMT technology,GaN,,8.0,35.5,34,PAE,33.5,31,14,,,,,,,,
854,2006,6,Klockenhoff,A Compact 16 Watt X-Band GaN-MMIC Power Amplifier,GaN,,8.0,42,30,PAE,41.27,26,18,,,,,,,,AlGaN/GaNHEMT
855,2008,6,Piotrowicz,Broadband Hybrid Flip-Chip 6-18 GHz AlGaN/GaN HEMT Amplifiers,GaN,,8.0,34.31,30,PAE,,,,,,,,,,,GaN
856,2018,6,Choi,6–18 GHz Watt-Level Switchless Dual-Band PA MMIC using Coupled-Line-Based Diplexer,GaN ,,8.0,36,27,PAE,,,,,,,,,,,GaN (250nm)
857,2018,9,Delgado-Pascual,Non-Linear Distortion in Ultra Wideband GaN Power Amplifiers,GaN,,8.0,40,25,PAE,,,20,,,,,,,,
858,2018,12,Choi,A 6–18-GHz Switchless Reconfigurable Dual-Band Dual-Mode PA MMIC Using Coupled-Line-Based Diplexer,GaN,,8.0,36,27.5,PAE,,,,,,,,,,,
859,2020,8,Roberg,A Compact 10W 2-20GHz GaN MMIC Power Amplifier Using a Decade Bandwidth Output Impedance Transformer,GaN,,8.0,42,27,PAE,,,20,,,,,,,,Qorvo QAGaN15 on 100um Silicon Carbide
860,2003,2,Paidi,High Linearity and High Efficiency of Class-B Power Amplifiers in GaN HEMT Technology,GaN,,8.0,36,34,PAE,,,13,,,,,,,,GaN_HEMT(150nm)
861,2018,6,Choi,6–18 GHz Watt-Level Switchless Dual-Band PA MMIC using Coupled- Line-Based Diplexer,GaN,,8.1,36,34,PAE,,,27,,,,,,,,0.25um
862,2013,6,Watanabe,High-Efficiency X Band GaN Power Amplifier for Small Satellite Downlink System,GaN,,8.16,,,,,,,,-17.8,,34,47,16QAM,,GaN
863,2021,3,Wu,An X-band Internally Matched GaN Power Amplifier with 705W Peak Power and 51.7% PAE,GaN,8.2 - 8.8 GHz,8.2,58.25,47,PAE,,,10.8,,,,,,,Analog,0.35um AlGaN/GaN
864,2018,9,Gurdal,X Band GaN Based MMIC Power Amplifier with 36.5dBm P1-dBfor Space Applications,GaN,,8.4,,,PAE,36.6,40,11,,,,,,,,
865,2018,9,Gurdal,X Band GaN Based MMIC Power Amplifier with 36.5dBm P1-dBfor Space Applications,GaN,,8.4,,,PAE,36.6,40,11,,,,,,,,
866,2020,9,Fang,X-Band High-Efficiency High GaN Power Amplifier Based on Edge-Triggered Gate Modulation,GaN,8.4,8.4,59.03,54.7,DE,,,,,,,,,,,X-Band GaN HEMT
867,2018,4,Powell,A Power Reconfigurable High-Efficiency X-Band Power Amplifier MMIC Using the Load Modulated Balanced Amplifier Technique,GaN,,8.5,41.8,43,PAE,,,,,,,,,,,GaN
868,2018,9,Jeong,Quasi-MMIC High Power Amplifier with Silicon IPD Matching Network,GaN,,8.5,48.5,45.5,DE,,,5,,,,,,,,
869,2018,4,Pereira,X-band GaN high power amplifier with integrated power switch for airborne applications,GaN,,8.5,35,26.8,PAE,32,40,20,,,,,,,,0.25um GaN
870,2020,12,Kamioka,"54% PAE, 70-W X-Band GaN MMIC Power Amplifier With Individual Source via Structure",GaN,8.5 - 10.5 GHz,8.5,47.4,55,PAE,,,12.9, ,,,,,,Analog,0.15um GaN
871,2021,1,Ayad,A High Efficiency MMIC X-band GaN Power Amplifier,GaN,8 - 12.5 GHz,8.5,42,63,PAE,,,24,,,,,,,Analog,0.15um GaN
872,2021,3,Wu,An X-band Internally Matched GaN Power Amplifier with 705W Peak Power and 51.7% PAE,GaN,8.2 - 8.8 GHz,8.5,58,51,PAE,,,10.8,,,,,,,Analog,0.35um AlGaN/GaN
873,2018,11,Kouhalvandi,Power Amplifier Design Optimization with Simultaneous Cooperation of EDA Tool and Numeric Analyzer ,GaN,,8.6,37.3,55,PAE,,,,,,,,,,,GaN
874,2018,9,Couturier,50 % High Efficiency X-Band GaN MMIC Amplifier for Space Applications,GaN,,8.75,43.5,52,PAE,,,19,,,,,,,,250nm
875,2014,4,Resca,X-Band GaN Power Amplifier for Future Generation SAR Systems,GaN,,8.8,41.6,58.7,DE,,,,,,,,,,,GaN
876,2014,12,Gustafsson,A GaN MMIC Modified Doherty PA With Large Bandwidth and Reconfigurable Efficiency,GaN,,8.8,36,42,PAE,34.5,40,8,,,,,,,,GaN HEMT (250nm)
877,2018,11,Oh,70W X-Band GaN Internally Matched FET with 40% PAE and 800MHz bandwidth,GaN,,8.8,48.5,43,PAE,,,8.5,,,,,,,,
878,2014,6,Kikuchi,An 8.5-10.0 GHz 310 W GaN HEMT for Radar Applications,GaN,,9.0,55.2,37,PAE,,,10.2,,,,,,,,GaN
879,2018,9,Memioglu,Design and Implementation of an Encapsulated GaN X-Band Power Amplifier Family,GaN,,9.0,44.8,30,PAE,,,21,,,,,,,,0.25um
880,2018,6,Litchfield,A 6–18 GHz 40 W Reactively Matched GaN MMIC Power Amplifier,GaN,,9.0,47.2,30,PAE,,,21.7,,,,,,,,0.18 μm No-Field-Plate Scaled-Channel GaN 
881,2018,6,Duffy,An Efficient Linearized Octave-Bandwidth Power Amplifier for Carrier Aggregation,GaN,,4.0,41,56,DE,,,,,,20 MHz LTE,35,30.2,,,
882,2018,6,Powell,A Power Reconfigurable High-Efficiency X-Band Power Amplifier MMIC Using the Load Modulated Balanced Amplifier Technique,GaN ,,9.0,41.49,37,PAE,,,22,,,,,,,,
883,2018,5,Wang,9/15GHz dual-band GaN monolithic power amplifier,GaN,,9.0,42,40,PAE,39,40,20,,,,,,,,0.25um GaN HEMT
884,2021,1,Mjema,"Over 40W, X-Band GaN on SiC MMIC Amplifier",GaN,8 - 10.5 GHz,9.0,46.1,45,PAE,,,22,,,,,,,Analog,GaN-on-SiC
885,2022,Early Access,Yu,Design of X/Ku Dual-Wideband GaN Power Amplifier MMIC Based On CoupledMulti-Resonator Matching Networks,GaN,9-10/13.5-6,9.0,37.2,36.5,PAE,,,11,,,,,,,,250nm GaN
886,2015,5,Song,A X-Band GaN Power Amplifier with Bitstream Modulations and Active Noise Filtering,GaN,,9.2,,,,,,,,,,35.6,33.5,WCDMA,,GaN
887,2018,1,Song,X-band DC–DC Power Converter for High-Speed Bit-Stream Modulation,GaN HEMT,,9.2,39,47.2,PAE,,,7,,,,,,,,
888,2018,11,Senju,A 2 W 45 % PAE X-Band GaN HEMT Class-F MMIC Power Amplifier,GaN,,9.3,33.3,45,PAE,,,18.3,,,,,,,,0.25um
889,2018,11,Ono,53% PAE 32W Miniaturized X-band GaN HEMT Power Amplifier MMICs,GaN,,9.3,45.1,53.4,PAE,,,15.1,,,,,,,,0.25um
890,2018,11,Hayashi,Pulse Operation Characteristics of X-Band High Power GaN Amplifiers for the Hayabusa 2 Re-Entry Capsule Tracking Radar,GaN,,9.3,49.9,23,DE,,,6,,,,,,,,
891,2018,11,Hayashi,Pulse Operation Characteristics of X-Band High Power GaN Amplifiers for the Hayabusa 2 Re-Entry Capsule Tracking Radar,GaN,,9.4,50.2,25.4,DE,,,6.5,,,,,,,,
892,2020,5,Zhao,A Highly Integrated High Performance 36W Pulsed X-Band GaN IMFET Power Amplifier in a compact EHS Laminated Package,GaN,,9.4,45.7,43.9,PAE,,,12,,,,,,,,Qorvo 0.25-um AlGaN/GaN HEMT
893,2020,5,Zhao,A Highly Integrated High Performance 36W Pulsed X-Band GaN IMFET Power Amplifier in a compact EHS Laminated Package,GaN,,9.4,45.7,43.9,PAE,,,12,,,,,,,,Qorvo 0.25-um AlGaN/GaN HEMT
894,2000,12,Xu,A 3–10-GHz GaN-Based Flip-Chip Integrated Broad-Band Power Amplifier,GaN,,9.5,39,20,PAE,,,8,,,,,,,,GaN_HEMT(700nm)
895,2006,6,Schuh,20W GaN HPAs for Next Generation X-Band T/R-Modules,GaN,,9.5,43.6,29,PAE,,,21.5,,,,,,,,AlGaN/GaN HEMT
896,2018,11,Hayashi,Pulse Operation Characteristics of X-Band High Power GaN Amplifiers for the Hayabusa 2 Re-Entry Capsule Tracking Radar,GaN,,9.5,51,31.5,DE,,,6.6,,,,,,,,
897,2021,1,Mahon,"Real-time, In-circuit Temperature Sensing of an X-Band GaN Power Amplifier",GaN,10 - 13 GHz,9.5,40,30,PAE,,,20,,,,,,,Analog,0.15um GaN
898,2019,4,Cappello,Efficient X-Band Transmitter With Integrated GaN Power Amplifier and Supply Modulator,GaN,9.57 GHz,9.57,40,44,PAE,,,,20 MHz LTE,-25.6,20,31.5,32,,,0.15um GaN
899,2009,6,Kuhn,Design of Highly-Efficient GaN X-Band-Power-Amplifier MMICs,GaN ,,9.6,43.4,43,PAE,39,22,22,,,,,,,,GaN/AlGaN
900,2019,6,Duffy,Dual Gate and Drain Supply Modulation of an X-band PA,GaN,,9.7,37.5,45,PAE,,,17,,,,,,2 stage,,
901,2009,6,Shigematsu,C-band 340-W and X-band 100-W GaN Power Amplifiers with Over 50-% PAE,GaN ,,9.8,50.04,53,PAE,,,,,,,,,,,GaN-HEMTs (250nm)
902,2018,7,Lasser,Independent Dynamic Gate Bias for a Two-Stage Amplifier for Amplitude and Phase Linearization ,GaN,,9.8,40.7,32.3,PAE,,,25.4,,,,,,,,GaN
903,2019,7,Lasser,Dynamic Dual-Gate Bias Modulation for Linearization of a High-Efficiency Multistage PA,GaN,9.8 GHz,9.8,34,35,PAE,31,28,26,,,,,,,,GaN
904,2015,5,Coffey,Two-Stage High-Efficiency X-Band GaN MMIC PA/Rectifier,GaN ,,9.9,40,50,PAE,,,20,,,,,,,,GaN on SiC (150nm)
905,2004,6,Behtash,Coplanar AlGaN/GaN HEMT power amplifier MMIC at X-band,GaN,,10.0,39,33.8,PAE,37.5,27.5,11,,,,,,,,AIGaN/GaN HEMT
906,2005,7,van Raay,A Coplanar X-Band AlGaN/GaN Power Amplifier MMIC on s.i. SiC Substrate,GaN,,10.0,41.3,25,PAE,,,20,,,,,,,,AlGaN/GaN HEMT
